JK,Tanggal Lahir,Tempat Lahir,Asal Kecamatan,Jenis Tinggal,Alat Transportasi,Jenjang Pendidikan Ayh,Pekerjaan Ayh,Penghasilan Ayh,Jenjang Pendidikan Ibu,Pekerjaan Ibu,Penghasilan Ibu,Keluar Karena
L,2000-04-07,Kendal,Singorojo,Asrama,Jalan Kaki,Sma / Sederajat,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-01-12,Lahat,Lahat,Pesantren,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,"Kurang Dari Rp. 500,000",Mutasi
L,1999-08-05,Semarang,Ngaliyan,Asrama,Jalan Kaki,Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-09-06,Semarang,Gunung Pati,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2003-10-11,Grobogan,Tugu,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-12-08,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2000-08-08,Kendal,Plantungan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 2,000,000 - Rp. 4,999,999",S1,Tidak Bekerja,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
P,1998-01-13,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-07-13,Kendal,Singorojo,Pesantren,Jalan Kaki,Sd / Sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-07-25,Semarang,Bandungan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2005-04-07,Wonosobo,Tieng,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-06-01,Kendal,Patean,Pesantren,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2002-09-12,Semarang,Kaliwungu,Pesantren,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-05-07,Semarang,Bergas,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,1999-09-18,Kendal,Cepiring,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-10-07,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2001-09-21,Semarang,Sumowono,Pesantren,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-08-04,Semarang,Wates,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
P,1996-06-30,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-02-18,Demak,Semarang Barat,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-03-25,Jakarta,Kebon Jeruk,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1996-12-27,Kendal,Bulik Timur,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-10-24,Boyolali,Boyolali,Bersama Orang Tua,Sepeda Motor,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
L,2006-10-17,Semarang,Lerep,Bersama Orang Tua,Sepeda Motor,Sma / Sederajat,Wirausaha,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
L,2000-09-20,Semarang,Ngaliyan,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-02-06,Bukit Makmur,Sungai Bahar,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2004-02-07,Kendal,Boja,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2002-04-21,Mambulau,Gunung Pati,Pesantren,Jalan Kaki,Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1999-01-25,Tegal,Balapulang,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-08-29,Semarang,Podorejo,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2000-05-11,Boyolali,Karanggede,Asrama,Jalan Kaki,Tidak Sekolah,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-02-24,Kendal,Kaliwungu,Pesantren,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2007-03-13,Sukamandang,Seruyan Tengah,Asrama,Jalan Kaki,Sd / Sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2005-03-20,Wonosobo,Ngadikusuman,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2002-07-11,Kendal,Boja,Asrama,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,2002-04-12,Semarang,Ngaliyan,Pesantren,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-04-12,Semarang,Ngaliyan,Pesantren,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lainnya
L,1999-06-02,Semarang,Pedurungan,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-08-11,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-02-19,Sukoharjo,Ungaran Timur,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2002-07-05,Kendal,Boja,Pesantren,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-12-14,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-07-02,Semarang,Bergas,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-09-25,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-11-10,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-01-28,Semarang,Bergas,Asrama,Jalan Kaki,Sma / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
L,2004-07-19,Semarang,Gunung Pati,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2004-03-03,Semarang,Ungaran Timur,Asrama,Jalan Kaki,Sma / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2005-01-18,Semarang,Getas,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2008-07-11,Semarang,Mangkang Kulon,Pesantren,Jalan Kaki,Sd / Sederajat,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mengundurkan Diri
L,2006-01-21,Semarang,Mijen,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-06-20,Semarang,Singorojo,Asrama,Jalan Kaki,Putus Sd,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Petani,"Kurang Dari Rp. 500,000",Lulus
P,2004-08-28,Semarang,Ungaran Timur,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,D3,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2005-05-18,Grobogan,Kawengen,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-11-02,Semarang,Kedungpani,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,1998-01-31,Semarang,Ungaran Barat,Asrama,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-08-05,Lubuk Mandarsah,Tengah Ilir,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-05-28,Pati,Gunung Pati,Bersama Orang Tua,Sepeda Motor,Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-03-05,Semarang,Beji,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2003-08-10,Semarang,Ngaliyan,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2008-02-26,Semarang,Bergas,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Dikeluarkan
P,1997-01-06,Semarang,Boja,Rumah Tinggal,Jalan Kaki,Sd / Sederajat,Sudah Meninggal,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-07-08,Semarang,Banjarsari,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2004-12-16,Semarang,Tlogomulyo,Bersama Orang Tua,Jalan Kaki,D3,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2002-06-14,Semarang,Bergas,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-04-15,Kendal,Singorojo,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-02-27,Kendal,Boja,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-09-17,Semarang,Ngaliyan,Asrama,Jalan Kaki,Putus Sd,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-03-13,(Tidak Diisi),Mijen,Asrama,Jalan Kaki,Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2000-09-29,Semarang,Pabelan,Asrama,Jalan Kaki,Sd / Sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-09-15,Semarang,Mijen,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-10-06,Kendal,Boja,Pesantren,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-04-27,Kendal,Boja,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mengundurkan Diri
L,2003-08-16,Grobogan,Boja,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,2005-01-12,Suban,Merbau Mataram,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,1997-08-17,Semarang,Limbangan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-06-18,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sma / Sederajat,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-12-26,Kendal,Kliris,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-11-30,Kendal,Singorojo,Pesantren,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-07-08,Semarang,Mijen,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-08-19,Semarang,Mijen,Pesantren,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2004-04-26,Kendal,Brangsong,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
P,2003-08-28,Semarang,Mijen,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2000-11-27,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-04-29,Semarang,Jatingaleh,Bersama Orang Tua,Sepeda Motor,Tidak Sekolah,Sudah Meninggal,Tidak Berpenghasilan,Sma / Sederajat,Karyawan Swasta,"Kurang Dari Rp. 500,000",Lulus
P,1998-09-28,Kendal,Limbangan,Asrama,Jalan Kaki,Tidak Sekolah,Petani,"Kurang Dari Rp. 500,000",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-07-04,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-04-21,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1998-12-15,Semarang,Mijen,Asrama,Jalan Kaki,Putus Sd,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-03-26,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,1998-10-16,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-03-13,Semarang,Semarang Barat,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2001-01-27,Jakarta,Cakung,Pesantren,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-03-15,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-07-19,Semarang,Ungaran Barat,Asrama,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2007-02-26,Kendal,Kota Kendal,Asrama,Jalan Kaki,Sd / Sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Mutasi
P,2001-05-28,Semarang,Ungaran Timur,Pesantren,Jalan Kaki,D3,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-06-19,Kendal,Boja,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-04-20,Semarang,Bergas,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-12-18,Kendal,Boja,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-01-01,Semarang,Mijen,Bersama Orang Tua,Sepeda Motor,Putus Sd,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-12-07,Kendal,Singorojo,Pesantren,Jalan Kaki,Sd / Sederajat,Petani,"Kurang Dari Rp. 500,000",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,1998-02-10,Kendal,Patean,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-01-14,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-07-13,Semarang,Ngaliyan,Asrama,Jalan Kaki,Putus Sd,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2001-03-17,Semarang,Mijen,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-05-02,Pekalongan,Sragi,Pesantren,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-12-17,Kendal,Singorojo,Asrama,Jalan Kaki,Tidak Sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-04-23,Kendal,Boja,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2000-01-30,Kendal,Limbangan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2001-07-03,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-05-25,Semarang,Banyumanik,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2005-05-04,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
